name,caption
millionaid_P0005068.jpg,a satellite photo of some farmland
millionaid_P0796408.jpg,the circle and the river next to a circular road
ben_554654.jpg,"from the Spring season, this satellite image, highlighting 'olive groves, pastures, agro-forestry areas, transitional woodland/shrub', comes from utm zone 29N and bears the date 11 o'clock, May 15, 2018. a satellite view of the area where the ground is covered with green plants"
millionaid_P0832774.jpg,there is a satellite image of the buildings and some buildings in a river
fmow_military_facility_132_1_rgb.jpg,"from high above Ar Ru?bah, Iraq during Spring, the image captured military_facility residing at the center and top-left blocks. its resolution is denoted with a ground sample distance of 2.30m. the geo-tag is referenced to utm zone 37S with a date stamp of 8 o'clock, March 5, 2017. clouds made up 6% of the sky, with the scan direction set forward. orientation angles stood at target azimuth: 38.96? and off-nadir: 26.99?. an aerial photo of a desert area with a round shape"
fmow_railway_bridge_379_2_msrgb.jpg,"during a flyby over Gryazi, Russian Federation in Summer, the sensors detected railway_bridge prominently positioned in the center and top-left blocks. this detailed observation has a ground sample distance of 1.79m. the snapshot belongs to utm zone 37U and was marked at 8 o'clock, July 9, 2015. the day of the capture had a cloudiness of 0%, and the sensors worked in a reverse manner. crucial angles during this observation include target azimuth at 150.11? and off-nadir at 16.23?. the view of a city's road on a satellite image"
millionaid_P0059970.jpg,satellite image of the building with a lot of trucks and vehicles
fmow_recreational_facility_4065_4_rgb.jpg,"the aerial viewpoint of Auch, France during its Summer unveils recreational_facility in the center and top-left blocks. ensuring sharpness, the image has a ground sample distance of 1.71m. the meta data tags it under utm zone 31T and notes 11 o'clock, July 29, 2016. sky was 0% cloudy, with scanning done forward. essential angles were target azimuth: 36.17? and off-nadir: 32.95?. an aerial view of a city park and school buildings"
millionaid_P0101574.jpg,a solar field that is covering a large number of buildings
millionaid_P0625236.jpg,google earth view of the geotech site
fmow_flooded_road_106_5_msrgb.jpg,"captured over Austin, United States, during its Spring, the image highlights flooded_road prominently located at the center and top-left blocks. clarity is ensured with a ground sample distance of 2.41m. other details include its utm zone 14R, a timestamp indicating 17 o'clock, May 29, 2015, cloudiness at 0%, a forward scanning orientation, and angles like target azimuth: 328.49? and off-nadir: 29.81?. a satellite view of an area with many buildings"
fmow_shopping_mall_461_4_msrgb.jpg,"a Winter satellite image from Delhi, India has shopping_mall visible at the center and center-left blocks. ensuring detail, the ground sample distance is 1.32m. the frame's metadata cites utm zone 43R, captured time 5 o'clock, December 18, 2015, cloud coverage of 0%, scan direction being forward, and angles such as target azimuth at 329.51? and off-nadir of 16.00?. the view from space of buildings and roads in an area"
fmow_railway_bridge_270_2_rgb.jpg,"the spatial image from Arauc?ria, Brazil in Summer highlights railway_bridge in the center and top-left blocks. with precision marked by a ground sample distance of 2.78m, its coordinates align with utm zone 22J. it was timestamped at 13 o'clock, June 12, 2014, during 16% cloud cover and was scanned forward. key angles include target azimuth: 319.75? and off-nadir: 35.54?. gps spoofing a cloud is seen in front of a factory"
fmow_crop_field_2238_5_msrgb.jpg,"from a bird's-eye view, the Fall in Champcueil, France was captured, revealing crop_field situated at the top-center and center blocks. with a detailed ground sample distance of 2.26m, every feature stands out. further geo-metadata consists of utm zone 31U, a timestamp of 11 o'clock, September 12, 2014, 0% cloud cover, a scan from the forward direction, and significant angles such as target azimuth: 95.12? and off-nadir: 25.95?. a satellite view of a field and an apple tree"
millionaid_P0503920.jpg,an aerial shot of a roundabout in rural area
millionaid_P0418381.jpg,the view of the vacant building at the train station from a satellite view
ben_40950.jpg,"in the Summer season, this satellite image labeled as 'discontinuous urban fabric, sport and leisure facilities, non-irrigated arable land, pastures' is affiliated with utm zone 29N and timestamped 11 o'clock, July 17, 2017. a satellite image showing the golf course in an area of land"
fmow_educational_institution_506_1_rgb.jpg,"a Winter satellite image from Tlaquepaque, Mexico has educational_institution visible at the center and top-center blocks. ensuring detail, the ground sample distance is 2.05m. the frame's metadata cites utm zone 13Q, captured time 17 o'clock, February 21, 2016, cloud coverage of 0%, scan direction being forward, and angles such as target azimuth at 37.62? and off-nadir of 19.28?. satellite image of the town of jalisco, mexico"
millionaid_P0721166.jpg,a field with a lot of trees arranged in a grid
fmow_factory_or_powerplant_209_3_msrgb.jpg,"from an altitude over Shenyang, China in Spring, the imagery revealed factory_or_powerplant at the center and bottom-center blocks. the clarity is evident with its ground sample distance of 2.34m. geo-referenced in utm zone 51T, the capture moment is timestamped at 2 o'clock, March 25, 2017. the atmosphere showed 0% cloud cover and scanning was set to forward. angular orientation comprised target azimuth: 225.88? and off-nadir: 27.97?. a satellite image of the building is shown in this file photo"
millionaid_P0705747.jpg,google earth view of soccer field in kurose
millionaid_P0867373.jpg,a satellite image shows a farm with a large garden
millionaid_P0118864.jpg,a satellite view of a course with a tree line
fmow_educational_institution_1499_6_rgb.jpg,"orbiting above Colonia Agr?cola Analco, Mexico, the satellite lens captured educational_institution during the Winter, positioned in the center and center-left blocks. the image's resolution, marked by a ground sample distance of 1.46m, ensures detailed observation. it's geotagged in utm zone 14Q, marked at 17 o'clock, January 10, 2017. cloud cover at the time was 0%, with a scan in the forward direction. key positioning angles include target azimuth at 249.00? and off-nadir at 24.92?. the satellite view of a large school grounds with some buildings on a field"
millionaid_P0084359.jpg,google earth image of homes in a subdivision
millionaid_P0290596.jpg,aerial view of a single tractor driving through a field
millionaid_P0951897.jpg,an aerial view of an intersection with several intersections
fmow_police_station_664_3_rgb.jpg,"from the vastness of space, the satellite captured a glimpse of Rostovka, Russian Federation during its Spring. it specifically highlighted police_station at the center and top-left blocks. this image's resolution is impressive, with a ground sample distance of 1.38m. it's catalogued under utm zone 42U, with the exact moment captured at 6 o'clock, April 1, 2016. conditions during capture were a 0% cloud cover and the scan was in the forward direction. guiding angles for this shot were target azimuth: 227.96? and off-nadir: 19.69?. the satellite image of a city street and buildings"
millionaid_P0314715.jpg,the textured side of a beige wall with two hands
fmow_dam_684_2_msrgb.jpg,"the spatial image from Karoi, Zimbabwe in Summer highlights dam in the center and center-left blocks. with precision marked by a ground sample distance of 1.39m, its coordinates align with utm zone 35K. it was timestamped at 8 o'clock, July 18, 2016, during 18% cloud cover and was scanned reverse. key angles include target azimuth: 130.33? and off-nadir: 20.46?. an aerial image of a small pond and water tank"
ben_26193.jpg,"this satellite image, captured during the Summer, showcases the 'non-irrigated arable land, olive groves, agro-forestry areas, broad-leaved forest' from utm zone 29N and is timestamped 11 o'clock, July 4, 2017. a tan area with dirt on it"
millionaid_P0037635.jpg,a satellite image shows the backyard of a house
ben_405668.jpg,"associated with 'discontinuous urban fabric, non-irrigated arable land, land principally occupied by agriculture, with significant areas of natural vegetation', this satellite image from the Winter season belongs to utm zone 34N and is stamped 9 o'clock, December 6, 2017. a green and black striped painting in the dark"
fmow_parking_lot_or_garage_1608_1_msrgb.jpg,"from high altitude over Wevelgem, Belgium in its Summer, we've documented parking_lot_or_garage located at the center and top-left blocks. with impeccable clarity marked by a ground sample distance of 2.29m, it's referenced in utm zone 31U. the moment is captured at 11 o'clock, July 17, 2014, during a 0% cloud cover. scanning operations were carried out forward. angular metrics of note are target azimuth: 121.30? and off-nadir: 26.57?. a satellite view of the city"
millionaid_P0333759.jpg,a satellite photo shows a large pool with water
fmow_burial_site_586_2_rgb.jpg,"as Spring adorned Sheffield, United Kingdom, a satellite image showcased burial_site in the center and top-center blocks. each pixel in this image represents 2.16m on Earth's surface. this record falls under utm zone 30U and holds a timestamp of 11 o'clock, April 27, 2015. cloud cover was measured at 0% and the scanning direction was forward. orientation details are given by a target azimuth angle of 94.86? and an off-nadir angle of 22.87?. a map image with the cemetery surrounded by green grass"
millionaid_P0238888.jpg,a traffic circle with the roads surrounding it
ben_413943.jpg,"a depiction from Winter, this satellite image showcases 'non-irrigated arable land, fruit trees and berry plantations, complex cultivation patterns' and is affiliated with utm zone 34N, timestamped 9 o'clock, December 26, 2017. a close up view of the field from the air"
millionaid_P0391664.jpg,an aerial view of an intersection in an outdoor scene
fmow_helipad_17_2_msrgb.jpg,"a top-down perspective of Bogorodsk, Russian Federation during Spring showcases helipad at the center and top-left blocks. it is defined with a ground sample distance of 2.10m. geospatially, it's associated with utm zone 38V, timestamped on 9 o'clock, May 21, 2013. cloud cover was recorded at 0%, with the scanner's direction being reverse. important angles in the metadata are target azimuth: 55.49? and off-nadir: 20.47?. a satellite picture of a house and a path"
ben_491320.jpg,"from the Spring season, this satellite image, highlighting 'non-irrigated arable land', comes from utm zone 33N and bears the date 10 o'clock, April 21, 2018. a satellite view of farmland with green and brown"
ben_367475.jpg,"associated with the 'broad-leaved forest, mixed forest' class, this satellite image from the Fall season is tied to utm zone 35N and stamped 9 o'clock, September 27, 2017. there is a tree in the picture and the black texture is not visible"
millionaid_P0845030.jpg,aerial view of a wind turbine at work
fmow_wind_farm_405_6_msrgb.jpg,"Santa Ana, Honduras's Spring was portrayed through a satellite image showcasing wind_farm in the center and top-left blocks. a clear view with a ground sample distance of 1.92m was achieved. it's catalogued under utm zone 16P with a timestamp of 16 o'clock, March 24, 2016. conditions during the snapshot included 0% cloudiness and a scan direction of reverse. guiding angles for this acquisition were target azimuth: 251.76? and off-nadir: 23.79?. a satellite image of several roads in rural area"
millionaid_P0445706.jpg,a satellite photo taken of a soccer field in a park
fmow_multi-unit_residential_786_5_rgb.jpg,"a satellite overview of Dar??, Syrian Arab Republic in its Fall portrayed multi-unit_residential located at the center and top-left blocks. ensuring detailed insights, the ground sample distance measures 1.90m. this frame is geotagged to utm zone 37S and timestamped at 8 o'clock, September 11, 2012. cloudiness was observed at 0%, with the scanner's direction being forward. angles that played a pivotal role are target azimuth: 103.18? and off-nadir: 9.15?. satellite image of an urban street in central iraq"
millionaid_P0858108.jpg,"aerial view of the cemetery, in the country"
ben_420746.jpg,"associated with the 'non-irrigated arable land, complex cultivation patterns, transitional woodland/shrub' class, this satellite image from the Winter season is tied to utm zone 34N and stamped 9 o'clock, February 1, 2018. the image is from google earth and shows some of the land surrounding"
ben_383463.jpg,"taken during the Fall, this satellite image categorized as 'non-irrigated arable land, pastures, broad-leaved forest' belongs to utm zone 31N and is marked 10 o'clock, October 15, 2017. a satellite image of a rural area"
millionaid_P0993723.jpg,a satellite image showing the top view of a large track
millionaid_P0188061.jpg,a golf course is shown from a satellite view
millionaid_P0201518.jpg,a hole is shown on the ocean floor
millionaid_P0925924.jpg,an aerial view shows a wind turbine sitting on top of a small dirt field
millionaid_P0292561.jpg,"the two satellites show the water, fields and green grass"
fmow_tower_375_3_msrgb.jpg,"Skaidi?k?s, Lithuania's terrain in Winter was imaged, depicting tower in the center and top-left blocks. ensuring granularity, the ground sample distance stands at 2.58m. geospatial insights reference it to utm zone 35U, captured at 8 o'clock, February 4, 2012. atmospheric conditions denote 0% cloud cover, and it was scanned in the forward direction. pivotal angles included are target azimuth at 224.87? and off-nadir at 2.94?. an aerial view of several houses with snow covering them"
millionaid_P0487709.jpg,an aerial view of several bare trees
millionaid_P0796480.jpg,a satellite image shows a water lake in a large body of water
millionaid_P0511685.jpg,a satellite view of the town showing various buildings
fmow_waste_disposal_373_4_rgb.jpg,"Pout, Senegal's landscape during Spring was captured with waste_disposal being evident at the center and center-left blocks. the ground sample distance of this imagery is 1.79m. geo-referencing details point to utm zone 28P and the moment of capture as 11 o'clock, March 30, 2017. atmospheric conditions were marked by a cloud cover rate of 0%, and the scanning was done in a reverse direction. angles associated with this image are target azimuth: 150.68? and off-nadir: 18.55?. the satellite image shows this industrial area in the desert"
millionaid_P0942160.jpg,aerial view of a field with lines going through it
ben_65786.jpg,"this satellite image, taken in the Summer, represents the 'discontinuous urban fabric, industrial or commercial units, non-irrigated arable land, mixed forest' class and falls under utm zone 32N with a timestamp of 10 o'clock, August 18, 2017. an earth - satellite image of the farm"
fmow_place_of_worship_3024_13_rgb.jpg,"the satellite's eye over Petro?polis, Greece during Winter spotted place_of_worship at the center and top-left blocks. its representation with a ground sample distance of 1.82m provides impeccable detail. additionally, the snapshot is referenced under utm zone 34S, dated at 9 o'clock, January 28, 2017. the sky had a cloud cover of 0% and the equipment was scanning in the reverse direction. primary orientation angles were target azimuth: 159.04? and off-nadir: 18.04?. a satellite image shows a large residential area near a swimming pool"
fmow_airport_terminal_1142_2_rgb.jpg,"a satellite's view of Al Khafj?, Saudi Arabia during Winter showcases airport_terminal in the center and top-left blocks. with impeccable detail marked by a ground sample distance of 2.71m, it is geotagged under utm zone 39R, timestamped on 7 o'clock, December 15, 2015, had a cloud cover of 0%, scanned from the forward, with orientation angles like target azimuth: 35.14? and off-nadir: 34.90?. satellite view of the iraqi airbase"
fmow_ground_transportation_station_520_3_rgb.jpg,"from a bird's-eye view, the Spring in Garg?dai, Lithuania was captured, revealing ground_transportation_station situated at the center and top-left blocks. with a detailed ground sample distance of 1.88m, every feature stands out. further geo-metadata consists of utm zone 34U, a timestamp of 9 o'clock, May 8, 2015, 2% cloud cover, a scan from the reverse direction, and significant angles such as target azimuth: 191.10? and off-nadir: 5.23?. aerial picture of buildings and cars"
fmow_toll_booth_792_0_rgb.jpg,"the satellite frame from Huai'an, China, taken during its Spring, is punctuated by the presence of toll_booth in the center and top-left blocks. every detail is crisp thanks to its ground sample distance of 2.69m. it's geo-tagged to utm zone 50S, bearing the timestamp 3 o'clock, May 5, 2008. the ambient cloud cover was at 0%, and the image acquisition followed a forward direction. angles dictating this frame include target azimuth at 258.91? and off-nadir at 11.77?. a satellite image of a high speed rail track in a town"
millionaid_P0157976.jpg,the image of a circular circle on the ground
fmow_military_facility_969_3_msrgb.jpg,"the satellite frame from Bekasi, Indonesia, taken during its Summer, is punctuated by the presence of military_facility in the center and top-left blocks. every detail is crisp thanks to its ground sample distance of 2.28m. it's geo-tagged to utm zone 48M, bearing the timestamp 3 o'clock, August 11, 2015. the ambient cloud cover was at 1%, and the image acquisition followed a reverse direction. angles dictating this frame include target azimuth at 64.34? and off-nadir at 26.88?. the satellite image shows the area where the city is located"
fmow_crop_field_5810_0_rgb.jpg,"looking at Vercelli, Italy from above during Summer, our satellite image presents crop_field at the center and top-center blocks. boasting a ground sample distance of 2.00m, it's geolocated within utm zone 32T. the exact moment of capture was 10 o'clock, July 28, 2016, under a cloud cover of 0%. scan operations were directed reverse. key angular measures are target azimuth: 312.24? and off-nadir: 16.34?. this is an aerial view of a farm that is being divided into two"
millionaid_P0165715.jpg,this is an aerial image of a road crossing
millionaid_P0924641.jpg,a view of an aerial view of a tennis court
millionaid_P1000743.jpg,google satellite view of the outdoor pool at sakurabashi high school
millionaid_P0021969.jpg,an aerial view of a building that has been built
millionaid_P0646827.jpg,the satellite view shows the different green golf course
ben_245960.jpg,"reflecting the 'sea and ocean' classification, this satellite image from Spring is associated with utm zone 29N and is stamped 11 o'clock, May 29, 2018. black fabric is on a dark background"
millionaid_P0895175.jpg,a satellite view of a baseball field
millionaid_P0554486.jpg,google map showing intersection in the street
millionaid_P0084958.jpg,an aerial view of the tennis courts at this apartment complex
millionaid_P0303977.jpg,an aerial view of a number of airplanes parked near a building
millionaid_P0680414.jpg,this is a satellite view of the road
millionaid_P0128000.jpg,a satellite picture of an area of land with houses
millionaid_P1000043.jpg,"an aerial view of a round, empty building"
fmow_race_track_1106_0_msrgb.jpg,"an orbital shot over Misano Adriatico, Italy in its Fall depicted race_track at the center and top-center blocks. with crisp clarity at a ground sample distance of 2.33m, it's geolocated in utm zone 33T and was timestamped 10 o'clock, October 12, 2015. the atmospheric condition was 0% cloud cover, and scan was forward. prominent angles were target azimuth: 21.71? and off-nadir: 27.85?. aerial view of a race track, in a green field"
ben_271805.jpg,"from the Summer season, this satellite image displaying 'pastures, broad-leaved forest, coniferous forest, mixed forest, transitional woodland/shrub' is affiliated with utm zone 35N and stamped 9 o'clock, August 8, 2017. the grass is covered by green light and a tall lamp on it"
millionaid_P0578581.jpg,a satellite view of the lake and forest
millionaid_P0209545.jpg,a satellite view shows a large field with trees on it
ben_371198.jpg,"from utm zone 35N, this satellite image taken during Fall depicts 'non-irrigated arable land, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' and is timestamped 9 o'clock, September 27, 2017. photo of the google satellite view"
fmow_road_bridge_175_1_msrgb.jpg,"as Winter adorned Mountsorrel, United Kingdom, a satellite image showcased road_bridge in the center and center-right blocks. each pixel in this image represents 2.09m on Earth's surface. this record falls under utm zone 30U and holds a timestamp of 11 o'clock, December 8, 2012. cloud cover was measured at 0% and the scanning direction was forward. orientation details are given by a target azimuth angle of 299.55? and an off-nadir angle of 19.98?. an aerial image of a train with water near it"
ben_246750.jpg,"this satellite imagery, from the Spring season, represents the 'peatbogs' category and originates from utm zone 29N dated 11 o'clock, May 29, 2018. the image shows clouds in the sky over the land"
fmow_place_of_worship_3905_1_rgb.jpg,"during a flyby over Cairo, Egypt in Winter, the sensors detected place_of_worship prominently positioned in the center and top-left blocks. this detailed observation has a ground sample distance of 2.15m. the snapshot belongs to utm zone 36R and was marked at 8 o'clock, January 4, 2011. the day of the capture had a cloudiness of 0%, and the sensors worked in a forward manner. crucial angles during this observation include target azimuth at 184.71? and off-nadir at 22.83?. a satellite image shows the streets and buildings in an urban area"
millionaid_P0349954.jpg,a satellite picture of two large round tanks
millionaid_P0496105.jpg,a satellite view of a pond surrounded by forest
millionaid_P0380148.jpg,"an aerial view of a dried, rocky, dirt area"
fmow_helipad_100_6_rgb.jpg,"the aerial viewpoint of Balcones Heights, United States during its Winter unveils helipad in the center and top-left blocks. ensuring sharpness, the image has a ground sample distance of 1.90m. the meta data tags it under utm zone 14R and notes 17 o'clock, February 5, 2016. sky was 0% cloudy, with scanning done forward. essential angles were target azimuth: 77.53? and off-nadir: 9.54?. a google earth satellite image of a hospital"
millionaid_P0867461.jpg,an aerial shot shows a windmill in the desert
ben_289088.jpg,"captured in utm zone 29N during Summer, this satellite image represents 'land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' and holds the timestamp 11 o'clock, August 18, 2017. a satellite image of a river with dirt and land near by"
fmow_wind_farm_264_2_msrgb.jpg,"during its orbital pass over Illapel, Chile in Fall, the satellite sensor identified wind_farm at the center and top-left blocks. the crispness of the image, with a ground sample distance of 2.65m, stands out. it's geo-referenced in utm zone 19J and timestamped at 14 o'clock, September 22, 2015. the weather conditions showed 0% cloud coverage, and the scanning was executed in the forward direction. pertinent angles during this capture are target azimuth at 288.28? and off-nadir at 33.63?. satellite image of a small area on the ground"
ben_211465.jpg,"showcasing the Spring season, this satellite image with 'pastures, mixed forest' classification is from utm zone 33N and timestamped 10 o'clock, May 6, 2018. a satellite image of a very large area with no sign of humans"
millionaid_P0969601.jpg,"aerial image showing one of the two water wells in the field, the other well on the left side is near the greenhouses"
millionaid_P0329776.jpg,"a picture of a sky with green clouds, on top"
millionaid_P0686424.jpg,a google satellite photo shows some of the surrounding area surrounding the lake
millionaid_P0751526.jpg,a satellite image shows a very large factory building
millionaid_P0624682.jpg,the circular intersection in the middle of the road
ben_333267.jpg,"this satellite image, captured during the Fall, showcases the 'complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest, transitional woodland/shrub' from utm zone 34N and is timestamped 9 o'clock, September 14, 2017. the view from a space satellite shows a large forested hill and a tree and some other area"
ben_258221.jpg,"captured in utm zone 29N during Summer, this satellite image represents 'pastures, peatbogs' and holds the timestamp 11 o'clock, July 18, 2017. a satellite image of an agricultural field and field"
millionaid_P0606731.jpg,the drone image of a turbine on a large field
ben_476335.jpg,"this satellite image from Spring, classified as 'land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest, sclerophyllous vegetation', belongs to utm zone 29N and bears the date 11 o'clock, March 26, 2018. this picture shows a black colored stone wall"
fmow_amusement_park_270_14_msrgb.jpg,"the spatial image from Pskov, Russian Federation in Summer highlights amusement_park in the center and bottom-center blocks. with precision marked by a ground sample distance of 1.33m, its coordinates align with utm zone 35V. it was timestamped at 9 o'clock, June 9, 2015, during 8% cloud cover and was scanned reverse. key angles include target azimuth: 94.62? and off-nadir: 15.49?. a satellite view of trees, buildings and green space"
fmow_car_dealership_1254_0_msrgb.jpg,"orbiting above Eugene, United States, the Summer's imagery brought forth car_dealership in the center and top-left blocks. the detailing is accentuated with a ground sample distance of 1.97m. its spatial data links to utm zone 10T and is timestamped at 19 o'clock, July 15, 2014. the cloud cover was noted at 0%, with the scan being directed forward. significant angles for orientation are target azimuth: 22.64? and off-nadir: 14.54?. a satellite picture of the parking lot"
fmow_stadium_380_8_msrgb.jpg,"during Summer in Xing?an, Russian Federation, the satellite spotted stadium located towards the center and bottom-center blocks. every pixel in this image corresponds to 1.73m on the ground. this capture, time-stamped at 2 o'clock, July 10, 2015, is referenced in utm zone 52U. additionally, the scan took place in a reverse direction with a cloud cover rate of 0%. angles defining this shot include a target azimuth of 59.88? and off-nadir angle of 11.85?. the stadium and buildings around it are shown from above"
fmow_electric_substation_304_0_msrgb.jpg,"orbiting above ?tr?pagny, France, the satellite lens captured electric_substation during the Fall, positioned in the center and bottom-center blocks. the image's resolution, marked by a ground sample distance of 2.05m, ensures detailed observation. it's geotagged in utm zone 31U, marked at 11 o'clock, September 3, 2011. cloud cover at the time was 3%, with a scan in the forward direction. key positioning angles include target azimuth at 65.32? and off-nadir at 18.54?. satellite view of green house and field"
ben_206844.jpg,"the 'non-irrigated arable land, complex cultivation patterns, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest' class is evident in this satellite image from Spring, linked to utm zone 34N, and bearing the timestamp 9 o'clock, April 30, 2018. satellite view of a rural area in central n j, with houses"
fmow_airport_hangar_62_8_rgb.jpg,"Wynnum, Australia's Fall was portrayed through a satellite image showcasing airport_hangar in the center and top-center blocks. a clear view with a ground sample distance of 1.43m was achieved. it's catalogued under utm zone 56J with a timestamp of 0 o'clock, September 4, 2015. conditions during the snapshot included 0% cloudiness and a scan direction of reverse. guiding angles for this acquisition were target azimuth: 10.80? and off-nadir: 22.47?. a satellite image shows an airplane flying by a warehouse"
ben_218704.jpg,"associated with 'discontinuous urban fabric, pastures, land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest', this satellite image from the Spring season belongs to utm zone 31N and is stamped 10 o'clock, May 8, 2018. a satellite view of a green field, with a village in the background"
fmow_place_of_worship_77_17_msrgb.jpg,"a Winter satellite image from Baghdad, Iraq has place_of_worship visible at the center and top-left blocks. ensuring detail, the ground sample distance is 2.38m. the frame's metadata cites utm zone 38S, captured time 8 o'clock, January 13, 2017, cloud coverage of 0%, scan direction being forward, and angles such as target azimuth at 34.84? and off-nadir of 29.06?. a satellite image of the city of qiryat el - mukawara"
millionaid_P0333802.jpg,this is a google satellite view of a car and truck
fmow_flooded_road_315_9_msrgb.jpg,"Old Windsor, United Kingdom's terrain in Winter was imaged, depicting flooded_road in the center and bottom-center blocks. ensuring granularity, the ground sample distance stands at 3.67m. geospatial insights reference it to utm zone 30U, captured at 11 o'clock, February 16, 2014. atmospheric conditions denote 0% cloud cover, and it was scanned in the forward direction. pivotal angles included are target azimuth at 333.70? and off-nadir at 43.96?. a satellite image taken from a high rise near a bridge"
millionaid_P0620898.jpg,the aerial image shows an empty tennis court surrounded by trees
fmow_archaeological_site_781_0_rgb.jpg,"with a bird's eye view of Yelyzavethradka, Ukraine in Fall, the satellite image presents archaeological_site situated at the center and top-left blocks. ensuring depth, its ground sample distance is set at 1.65m. it is registered under utm zone 36U, dated 8 o'clock, September 19, 2014. the scan was executed in the reverse under a cloud cover of 0%. relevant angles were target azimuth at 241.32? and off-nadir at 4.51?. a satellite image of a man's home in the middle of a field"
fmow_golf_course_176_8_rgb.jpg,"from space, during Hickam Field, United States's Fall, the lens captured golf_course situated at the center and top-center blocks. the clarity is marked by a ground sample distance of 1.43m. geospatial annotations include utm zone 4Q and a timestamp of 21 o'clock, November 13, 2016. cloud conditions were at 15%, and the scan was directed forward. defining angles for this capture are target azimuth: 109.78? and off-nadir: 23.44?. satellite image of a park in an urban area"
ben_510220.jpg,"this satellite image, captured in Spring, showcases 'pastures, inland marshes' and falls under the purview of utm zone 33N, marked 9 o'clock, April 28, 2018. an image of a person in a bath tub"
fmow_multi-unit_residential_876_8_rgb.jpg,"a satellite snapshot over M?rupe, Latvia in Fall displayed the presence of multi-unit_residential at the center and top-left blocks. its clarity is confirmed with a ground sample distance of 1.28m. this piece of remote sensing data is associated with utm zone 35V, recorded at 9 o'clock, October 5, 2014. environmental conditions included a 0% cloud coverage and forward scan direction. relevant angles for orientation were target azimuth at 338.35? and off-nadir at 9.71?. urban satellite view"
millionaid_P0486530.jpg,the satellite view shows the houses surrounding the lake
fmow_crop_field_1842_1_rgb.jpg,"a satellite's view of Orange, France during Summer showcases crop_field in the center and center-left blocks. with impeccable detail marked by a ground sample distance of 1.90m, it is geotagged under utm zone 31T, timestamped on 10 o'clock, July 18, 2012, had a cloud cover of 0%, scanned from the reverse, with orientation angles like target azimuth: 283.82? and off-nadir: 9.46?. a satellite image shows a large farm with trees"
fmow_surface_mine_19_1_rgb.jpg,"an image captured in Starokorsunskaya, Russian Federation during Spring reveals surface_mine positioned at the center and center-right blocks. it was taken with a ground sample distance of 1.89m, specifically in the utm zone 37T at 8 o'clock, March 14, 2011. notable conditions include a cloud cover rate of 0%, scan direction facing forward, target azimuth angle of 31.65?, and an off-nadir angle of 6.49?. satellite view over the site of the old sand factory"
fmow_golf_course_109_4_msrgb.jpg,"captured over Kent, United States, during its Spring, the image highlights golf_course prominently located at the center and bottom-center blocks. clarity is ensured with a ground sample distance of 1.89m. other details include its utm zone 10T, a timestamp indicating 19 o'clock, April 26, 2016, cloudiness at 24%, a forward scanning orientation, and angles like target azimuth: 204.20? and off-nadir: 8.01?. aerial map of the university, the area has been converted into a park"
fmow_road_bridge_562_0_rgb.jpg,"the spatial image from Niigata, Japan in Summer highlights road_bridge in the center and center-right blocks. with precision marked by a ground sample distance of 2.26m, its coordinates align with utm zone 54S. it was timestamped at 1 o'clock, June 7, 2015, during 0% cloud cover and was scanned forward. key angles include target azimuth: 225.37? and off-nadir: 26.22?. a satellite image shows a bridge over two fields"
fmow_parking_lot_or_garage_256_2_msrgb.jpg,"the satellite frame from Rideau Park, Canada, taken during its Winter, is punctuated by the presence of parking_lot_or_garage in the center and top-left blocks. every detail is crisp thanks to its ground sample distance of 2.06m. it's geo-tagged to utm zone 12U, bearing the timestamp 19 o'clock, February 13, 2016. the ambient cloud cover was at 0%, and the image acquisition followed a forward direction. angles dictating this frame include target azimuth at 89.19? and off-nadir at 18.99?. satellite view of city with large white building in snow"
fmow_tower_1090_4_rgb.jpg,"from a bird's-eye view, the Fall in Benghazi, Libya was captured, revealing tower situated at the center and top-left blocks. with a detailed ground sample distance of 1.27m, every feature stands out. further geo-metadata consists of utm zone 34S, a timestamp of 9 o'clock, November 13, 2015, 0% cloud cover, a scan from the forward direction, and significant angles such as target azimuth: 149.77? and off-nadir: 10.43?. a satellite view of an area in the middle of the land"
millionaid_P0299921.jpg,the google satellite photo of a bridge near the house
ben_288120.jpg,"originating from utm zone 29N in the Summer season, this satellite image showcasing 'land principally occupied by agriculture, with significant areas of natural vegetation, broad-leaved forest, transitional woodland/shrub' is timestamped 11 o'clock, August 18, 2017. the brown browns of the mountains"
millionaid_P0248653.jpg,a rock formation is seen from above
fmow_place_of_worship_3817_5_msrgb.jpg,"looking at Cairo, Egypt from above during Winter, our satellite image presents place_of_worship at the center and top-left blocks. boasting a ground sample distance of 1.98m, it's geolocated within utm zone 36R. the exact moment of capture was 8 o'clock, December 31, 2014, under a cloud cover of 0%. scan operations were directed reverse. key angular measures are target azimuth: 17.74? and off-nadir: 15.57?. an overhead satellite image of a large city"
millionaid_P0474877.jpg,a satellite view of a property
